cqa,best_q_prec,best_q_fmeasure,best_q_rec
pc_chair,0.0,0.0,0.0
assigned_reviewer,0.40089753178758414,0.5723438334223171,1.0
reviewers_all,1.0,1.0,1.0
person_name,0.0,0.0,0.0
is_assigned_reviewer_of,0.0,0.0,0.0
topic,0.0,0.0,0.0
conference_site_url,0.0,0.0,0.0
external_reviewer,0.5991024682124159,0.7492984097287185,1.0
person,1.0,1.0,1.0
program_committee,1.0,1.0,1.0
paper_co_author,0.6513445185014939,0.7888656924147529,1.0
paper,0.0,0.0,0.0
abstract_of_paper,0.0,0.0,0.0
paper_abstract_title,0.0,0.0,0.0
paper_title,0.0,0.0,0.0
conference_start_date,0.0,0.0,0.0
accepted_paper,0.0,0.0,0.0
rejected_paper,0.0,0.0,0.0
author,0.75476901861641,0.860248853962017,1.0
assigned_reviewer_author_of_review,0.0,0.0,0.0
review,1.0,1.0,1.0
member_of_pc,0.0,0.0,0.0
paper_abstract,0.0,0.0,0.0
is_author_of_paper,0.0,0.0,0.0
conference_name,1.0,1.0,1.0
pc_member,0.40089753178758414,0.5720384204909285,0.9981378026070763
paper_1st_author,0.4169783096484667,0.5400823443933156,0.7663230240549829
conference,1.0,1.0,1.0
invite_reviewer,0.0,0.0,0.0
global mean,0.31806859926048126,0.3476854329107604,0.4056710629883469

