cqa,best_q_prec,best_q_fmeasure,best_q_rec
conference_end_date,0.0,0.0,0.0
paper_submitted_at_conference,0.0,0.0,0.0
reviewers_all,1.0,1.0,1.0
presenter_of_paper_presentation,0.0,0.0,0.0
person_name,1.0,1.0,1.0
workshop,1.0,1.0,1.0
person_last_name,1.0,1.0,1.0
conference_paper_date,0.0,0.0,0.0
topic,1.0,1.0,1.0
presenter,0.0,0.0,0.0
person,1.0,1.0,1.0
paper,1.0,0.7521472392638037,0.6027531956735497
paper_title,1.0,0.7521472392638037,0.6027531956735497
paper_presentation,0.0,0.0,0.0
conference_start_date,0.0,0.0,0.0
accepted_paper,1.0,1.0,1.0
conference_camera_date,0.0,0.0,0.0
rejected_paper,1.0,1.0,1.0
author,1.0,1.0,1.0
review,1.0,1.0,1.0
is_author_of_paper,0.0,0.0,0.0
conference_name,0.0,0.0,0.0
presentation_in_conference,0.0,0.0,0.0
presentation_of_paper,0.0,0.0,0.0
oc_member,0.0,0.0,0.0
conference,1.0,1.0,1.0
participant,1.0,1.0,1.0
person_first_name,1.0,1.0,1.0
all_reviewer_author_of_review,0.0,0.0,0.0
global mean,0.5172413793103449,0.5001480854664692,0.48984504797748624

